"INCIDENT INFO","DESCRIPTION","START_DT","MODIFIED_DT","QUADRANT","Longitude","Latitude","Count","id","Point"
" 80 Avenue and 52 Street NE ","Traffic incident.","2026/01/01 06:13:41 PM","2026/01/01 11:14:20 AM","NE","-113.95843200771","51.12525595794","1","2026-01-01T18:13:4151.12525595794341-113.95843200770594","POINT (-113.95843200770594 51.12525595794341)"
" 7 Avenue and 11 Street SW ","Traffic incident.","2026/01/01 12:11:41 PM","2026/01/01 05:48:48 AM","SW","-114.08859452814","51.04718100993","1","2026-01-01T12:11:4151.04718100993014-114.08859452813562","POINT (-114.08859452813562 51.04718100993014)"
" Crowfoot Wy and Crowfoot Cr NW ","Traffic incident.","2026/01/01 11:19:48 AM","2026/01/01 05:12:32 AM","NW","-114.20709300585","51.12556201408","1","2026-01-01T11:19:4851.12556201407665-114.20709300585324","POINT (-114.20709300585324 51.12556201407665)"
" Centre Street and 7 Avenue NE ","There is an incident involving a pedestrian- EMS on site. Blocking the SB right lane","2026/01/01 03:26:42 AM","2025/12/31 08:28:46 PM","NE","-114.06254846606","51.05888098268","1","2026-01-01T03:26:4251.05888098268455-114.06254846606049","POINT (-114.06254846606049 51.05888098268455)"
" 40 Avenue and 4 Street NW ","Traffic incident.","2026/01/01 01:48:10 AM","2025/12/31 07:31:39 PM","NW","-114.07152275627","51.08742637612","1","2026-01-01T01:48:1051.08742637611662-114.0715227562681","POINT (-114.0715227562681 51.08742637611662)"
" 5 Street and 17 Avenue SW ","Two vehicle incident. Blocking EB and WB lanes","2026/01/01 01:33:33 AM","2025/12/31 06:49:42 PM","SW","-114.07430693315","51.03783903112","1","2026-01-01T01:33:3351.03783903111599-114.07430693315327","POINT (-114.07430693315327 51.03783903111599)"
" 52 Street and 8 Avenue SE ","Traffic incident. Blocking multiple lanes in the intersection","2026/01/01 01:31:00 AM","2025/12/31 07:31:39 PM","SE","-113.95821594154","51.04517211113","1","2026-01-01T01:31:0051.04517211112746-113.9582159415391","POINT (-113.9582159415391 51.04517211112746)"
" Macleod Trail and Glenmore Trail SW ","Traffic incident. Blocking the SB right lane and EB to NB turn lane","2026/01/01 01:05:23 AM","2025/12/31 07:09:01 PM","SW","-114.07175859655","50.99421762849","1","2026-01-01T01:05:2350.99421762849271-114.07175859654555","POINT (-114.07175859654555 50.99421762849271)"
" 130 Avenue and 52 Street SE ","Traffic incident. Blocking multiple lanes in the intersection","2026/01/01 12:33:44 AM","2025/12/31 06:52:27 PM","SE","-113.95814355032","50.93140400644","1","2026-01-01T00:33:4450.93140400644159-113.95814355031635","POINT (-113.95814355031635 50.93140400644159)"
" Southbound Macleod Trail and Shawnessy Blvd SW ","Single vehicle incident. Blocking the left lane of ramp","2026/01/01 12:19:13 AM","2025/12/31 06:12:36 PM","SW","-114.06976866606","50.9167268464","1","2026-01-01T00:19:1350.91672684640425-114.06976866606185","POINT (-114.06976866606185 50.91672684640425)"
" 16 Avenue and 109 Street NW ","Traffic incident. Blocking the left lane","2025/12/31 11:24:45 PM","2025/12/31 06:08:17 PM","NW","-114.24875077617","51.08845567527","1","2025-12-31T23:24:4551.08845567527262-114.24875077617234","POINT (-114.24875077617234 51.08845567527262)"
" Falshire Drive and Falconridge Boulevard NE ","Traffic incident.","2025/12/31 10:29:01 PM","2025/12/31 04:29:49 PM","NE","-113.94983254848","51.10672496975","1","2025-12-31T22:29:0151.10672496974937-113.94983254848401","POINT (-113.94983254848401 51.10672496974937)"
" Crowchild Trail and 5 Avenue NW ","Multi-vehicle incident. Blocking the NB right lane","2025/12/31 09:42:12 PM","2025/12/31 03:30:15 PM","NW","-114.11790210573","51.05751856692","1","2025-12-31T21:42:1251.05751856692223-114.11790210572771","POINT (-114.11790210572771 51.05751856692223)"
" 53 Street and Crowchild Trail NW ","Traffic incident.","2025/12/31 05:44:02 PM","2025/12/31 11:19:40 AM","NW","-114.16577371088","51.10448570326","1","2025-12-31T17:44:0251.104485703264714-114.16577371088218","POINT (-114.16577371088218 51.104485703264714)"
" 52 Street north of Country Hills Boulevard NE ","Traffic incident.","2025/12/31 05:23:49 PM","2025/12/31 10:47:06 AM","NE","-113.95832278036","51.15487166312","1","2025-12-31T17:23:4951.15487166312284-113.95832278035734","POINT (-113.95832278035734 51.15487166312284)"
" Bridleridge Wy and Bridleglen Mr SW ","Traffic incident.","2025/12/31 04:43:46 PM","2025/12/31 10:26:25 AM","SW","-114.1105365534","50.90563800984","1","2025-12-31T16:43:4650.90563800983685-114.11053655340433","POINT (-114.11053655340433 50.90563800983685)"
" 23 Street and 35 Avenue NE ","Traffic incident.","2025/12/31 03:07:48 PM","2025/12/31 08:08:45 AM","NE","-114.00512400999","51.08392796472","1","2025-12-31T15:07:4851.08392796471677-114.0051240099946","POINT (-114.0051240099946 51.08392796471677)"
" Northbound Deerfoot Trail and Stoney Trail NE ","Traffic incident.","2025/12/31 06:54:49 AM","2025/12/30 11:57:50 PM","NE","-114.00099899429","51.18012738617","1","2025-12-31T06:54:4951.180127386172025-114.00099899429004","POINT (-114.00099899429004 51.180127386172025)"
" 52 Street and McIvor Boulevard SE ","Traffic incident.","2025/12/31 04:51:23 AM","2025/12/30 10:49:47 PM","SE","-113.95218151001","50.91303602194","1","2025-12-31T04:51:2350.913036021941785-113.95218151001338","POINT (-113.95218151001338 50.913036021941785)"
" 16 Avenue and Home Road NW ","Road is closed westbound between Home Rd and Sarcee Tr","2025/12/31 04:00:00 AM","2026/01/05 05:36:43 AM","NW","-114.16441112989","51.07261698653","1","2025-12-31T04:00:0051.07261698653032-114.16441112989413","POINT (-114.16441112989413 51.07261698653032)"
" 16 Avenue and 49 Street NW ","Road is closed westbound between 49 St and Sarcee Tr","2025/12/31 04:00:00 AM","2026/01/07 10:12:34 AM","NW","-114.1670402427","51.07428480376","1","2025-12-31T04:00:0051.07428480376269-114.16704024270128","POINT (-114.16704024270128 51.07428480376269)"
" 16 Avenue and Sarcee Trail NW ","One lane is closed eastbound between Sarcee Tr and Home Rd","2025/12/31 04:00:00 AM","2026/01/05 05:01:38 AM","NW","-114.18906175578","51.0803545471","1","2025-12-31T04:00:0051.08035454710361-114.1890617557848","POINT (-114.1890617557848 51.08035454710361)"
" 16 Avenue and Sarcee Trail NW ","Water main Breaks Work Road Closure in both directions","2025/12/31 03:58:14 AM","2025/12/30 10:40:57 PM","NW","-114.18918747912","51.08150700151","1","2025-12-31T03:58:1451.08150700151132-114.18918747911835","POINT (-114.18918747911835 51.08150700151132)"
" 49 Street and 34 Avenue NW ","Traffic incident.","2025/12/31 02:38:37 AM","2025/12/30 09:08:47 PM","NW","-114.15841193349","51.08310895581","1","2025-12-31T02:38:3751.083108955809756-114.15841193349232","POINT (-114.15841193349232 51.083108955809756)"
" Westbound Bow Trail and Crowchild Trail SW ","Multi-vehicle incident. Blocking the right lane","2025/12/31 02:30:28 AM","2025/12/30 07:56:17 PM","SW","-114.11320498661","51.0429160696","1","2025-12-31T02:30:2851.042916069598355-114.11320498660767","POINT (-114.11320498660767 51.042916069598355)"
" Southbound Deerfoot Trail and 16 Avenue NE ","Two vehicle incident. Blocking the right lane","2025/12/31 01:20:27 AM","2025/12/30 07:39:19 PM","NE","-114.02856454415","51.06738599263","1","2025-12-31T01:20:2751.06738599262929-114.0285645441459","POINT (-114.0285645441459 51.06738599262929)"
" Shaganappi Trail and Sherwood Gate NW ","Traffic incident.","2025/12/31 01:13:34 AM","2025/12/30 06:35:16 PM","NW","-114.14427295655","51.16318196772","1","2025-12-31T01:13:3451.163181967716866-114.14427295655273","POINT (-114.14427295655273 51.163181967716866)"
" Northbound Stoney Trail and 80 Avenue NE  ","Traffic incident. Blocking the right lane","2025/12/31 12:00:18 AM","2025/12/30 06:23:46 PM","NE","-113.92158145001","51.12520496121","1","2025-12-31T00:00:1851.12520496120756-113.92158145001204","POINT (-113.92158145001204 51.12520496120756)"
" Hidden Vale Cl and Hidden Valley Drive NW ","Traffic incident.","2025/12/30 08:17:19 PM","2025/12/30 01:19:16 PM","NW","-114.10411502894","51.14526299454","1","2025-12-30T20:17:1951.14526299454084-114.10411502893763","POINT (-114.10411502893763 51.14526299454084)"
" Northbound Tsuutina Trail and 130 Avenue SW ","Traffic incident. Blocking the left lane","2025/12/30 07:51:18 PM","2025/12/30 01:29:37 PM","SW","-114.14033133534","50.93066751286","1","2025-12-30T19:51:1850.93066751285786-114.14033133534211","POINT (-114.14033133534211 50.93066751285786)"
" Eastbound Sun Valley Boulevard and Sunpark Gate SE ","Traffic incident.  Blocking the right lane","2025/12/30 05:22:27 PM","2025/12/30 10:24:54 AM","SE","-114.05888509615","50.90577913811","1","2025-12-30T17:22:2750.90577913810638-114.05888509615119","POINT (-114.05888509615119 50.90577913810638)"
" 72 Avenue and 48 Street SE ","Traffic incident.","2025/12/30 05:07:47 PM","2025/12/30 10:24:54 AM","SE","-113.96424144926","50.98951804476","1","2025-12-30T17:07:4750.989518044759706-113.96424144925848","POINT (-113.96424144925848 50.989518044759706)"
" 52 Street and McKenzie Towne Boulevard SE ","Traffic signals work in progress. Proceed with caution","2025/12/30 04:13:42 PM","2025/12/30 09:39:08 AM","SE","-113.95872901198","50.91831003726","1","2025-12-30T16:13:4250.91831003725898-113.95872901197717","POINT (-113.95872901197717 50.91831003725898)"
" 96 Avenue and Deerfoot Trail NE ","Traffic incident.","2025/12/30 03:30:07 PM","2025/12/30 09:17:27 AM","NE","-114.03982932692","51.14176937435","1","2025-12-30T15:30:0751.14176937435458-114.03982932691825","POINT (-114.03982932691825 51.14176937435458)"
" Memorial Drive and Deerfoot Trail SE ","Traffic incident. Blocking the WB left lanes","2025/12/30 04:04:05 AM","2025/12/29 09:40:20 PM","SE","-114.0188290327","51.04904014179","1","2025-12-30T04:04:0551.04904014179484-114.01882903269991","POINT (-114.01882903269991 51.04904014179484)"
" Eastbound Country Hills Boulevard at Metis Trail NE ","Multi-vehicle incident. Blocking the left lane","2025/12/30 03:04:38 AM","2025/12/29 09:06:19 PM","NE","-113.97232579262","51.15403906552","1","2025-12-30T03:04:3851.15403906551845-113.97232579262057","POINT (-113.97232579262057 51.15403906551845)"
" Southbound Deerfoot Trail approaching Memorial Drive SE ","Traffic incident. Blocking the right exit lane on the SB ramp","2025/12/30 01:37:06 AM","2025/12/29 06:52:00 PM","SE","-114.0193657688","51.0526015132","1","2025-12-30T01:37:0651.052601513196215-114.01936576880185","POINT (-114.01936576880185 51.052601513196215)"
" Southbound Deerfoot Trail approaching Glenmore Trail SE ","Two vehicle incident. Blocking the right lane","2025/12/30 12:55:51 AM","2025/12/29 05:57:49 PM","SE","-114.02887207678","51.00508256512","1","2025-12-30T00:55:5151.00508256512279-114.02887207678438","POINT (-114.02887207678438 51.00508256512279)"
" Sunridge Boulevard west of Barlow Trail NE ","Traffic incident.","2025/12/30 12:07:58 AM","2025/12/29 05:57:49 PM","NE","-114.00270866095","51.07686476531","1","2025-12-30T00:07:5851.076864765311754-114.00270866095286","POINT (-114.00270866095286 51.076864765311754)"
" Southbound 36 Street approaching 5 Avenue NE ","Traffic incident. Blocking the SB left lanes","2025/12/30 12:01:50 AM","2025/12/29 06:38:37 PM","NE","-113.98196150922","51.05846436919","1","2025-12-30T00:01:5051.05846436918771-113.98196150921788","POINT (-113.98196150921788 51.05846436918771)"
" Northbound Stoney Trail at Country Hills Blvd Exit Ramp NE ","Traffic incident. Blocking the right lane","2025/12/29 11:49:34 PM","2025/12/29 06:06:39 PM","NE","-113.918547473","51.15227270111","1","2025-12-29T23:49:3451.15227270110866-113.9185474729967","POINT (-113.9185474729967 51.15227270110866)"
" Aviation Boulevard at McKnight Boulevard NE ","Traffic incident. Blocking the SB right turn lane","2025/12/29 11:22:19 PM","2025/12/29 04:25:49 PM","NE","-114.0336221813","51.09641680766","1","2025-12-29T23:22:1951.09641680765661-114.03362218130167","POINT (-114.03362218130167 51.09641680765661)"
" Southbound Deerfoot Trail SE on the Calf Robe Bridge ","Single vehicle incident.  Blocking the right shoulder","2025/12/29 11:18:43 PM","2025/12/29 05:09:42 PM","SE","-114.01517236181","51.00871405649","1","2025-12-29T23:18:4351.00871405648743-114.01517236181134","POINT (-114.01517236181134 51.00871405648743)"
" 40 Avenue at Shaganappi Trail NW ","Traffic incident.","2025/12/29 10:54:27 PM","2025/12/29 04:48:07 PM","NW","-114.15585215328","51.08824271509","1","2025-12-29T22:54:2751.08824271508672-114.15585215327775","POINT (-114.15585215327775 51.08824271508672)"
" Northbound 36 Street approaching Rundlehorn Drive NE ","Traffic incident.  Blocking the right lane","2025/12/29 10:42:10 PM","2025/12/29 04:48:07 PM","NE","-113.9815173541","51.06943902037","1","2025-12-29T22:42:1051.06943902036891-113.9815173540964","POINT (-113.9815173540964 51.06943902036891)"
" 50 Avenue and 36 Street SE ","Traffic incident.","2025/12/29 08:19:12 PM","2025/12/29 01:20:19 PM","SE","-113.97622649031","51.00882733244","1","2025-12-29T20:19:1251.008827332435104-113.97622649030906","POINT (-113.97622649030906 51.008827332435104)"
" Northbound Macleod Trail onto Lake Fraser Drive SE ","Traffic incident.","2025/12/29 05:36:09 PM","2025/12/29 10:40:28 AM","SE","-114.07044389189","50.94619887314","1","2025-12-29T17:36:0950.94619887314319-114.07044389189429","POINT (-114.07044389189429 50.94619887314319)"
" Eastbound Glenmore Trail and Heritage Drive SE ","Traffic incident.  Blocking the right lane","2025/12/29 03:13:45 PM","2025/12/29 08:18:44 AM","SE","-114.02900230977","50.9900018621","1","2025-12-29T15:13:4550.99000186209741-114.02900230976687","POINT (-114.02900230976687 50.99000186209741)"
" Scurfield Drive and Scenic Acres Boulevard NW ","Traffic incident.","2025/12/29 01:52:21 PM","2025/12/29 06:55:05 AM","NW","-114.21105092048","51.1198494028","1","2025-12-29T13:52:2151.11984940279651-114.2110509204837","POINT (-114.2110509204837 51.11984940279651)"
" 8 Street and 6 Avenue SW ","Traffic incident. Blocking the SB Lanes","2025/12/29 01:06:36 PM","2025/12/29 06:08:39 AM","SW","-114.08113350048","51.04797302856","1","2025-12-29T13:06:3651.047973028559944-114.08113350048447","POINT (-114.08113350048447 51.047973028559944)"
" Westbound Southland Drive at Macleod Trail SW ","Two vehicle incident. Blocking the right lane","2025/12/29 06:00:53 AM","2025/12/28 11:04:01 PM","NW","-114.07162897202","50.96497332241","1","2025-12-29T06:00:5350.96497332240563-114.07162897202468","POINT (-114.07162897202468 50.96497332240563)"
" Southbound Macleod Trail at Southland Drive SE ","Multi-vehicle incident.","2025/12/29 05:26:35 AM","2025/12/28 10:36:21 PM","SE","-114.07180261858","50.96578176361","1","2025-12-29T05:26:3550.965781763614594-114.07180261858409","POINT (-114.07180261858409 50.965781763614594)"
" Southbound Macleod Trail at Southland Drive SE ","Multi-vehicle incident. Blocking the centre lane","2025/12/29 05:26:35 AM","2025/12/28 10:29:13 PM","SE","-114.0717603027","50.9655751128","1","2025-12-29T05:26:3550.96557511279574-114.07176030270224","POINT (-114.07176030270224 50.96557511279574)"
" Falconridge Boulevard and Taradale Drive NE ","Traffic incident.","2025/12/29 01:39:57 AM","2025/12/28 07:16:04 PM","NE","-113.94686251638","51.11419503153","1","2025-12-29T01:39:5751.114195031531764-113.94686251638245","POINT (-113.94686251638245 51.114195031531764)"
" 42 Avenue and Highfield Road SE ","Traffic incident.","2025/12/29 01:11:49 AM","2025/12/28 06:42:32 PM","SE","-114.04320750813","51.01602302955","1","2025-12-29T01:11:4951.016023029547675-114.0432075081349","POINT (-114.0432075081349 51.016023029547675)"
" Eastbound 16 Avenue and 36 Street NE ","Traffic incident. Blocking the right lane","2025/12/28 10:57:46 PM","2025/12/28 04:02:05 PM","NE","-113.98696316339","51.06669295248","1","2025-12-28T22:57:4651.06669295247648-113.98696316338608","POINT (-113.98696316338608 51.06669295247648)"
" Northbound 36 Street and 16 Avenue NE ","Two vehicle incident.  Blocking the left lane","2025/12/28 09:48:16 PM","2025/12/28 02:51:06 PM","NE","-113.98923443758","51.0670890002","1","2025-12-28T21:48:1651.06708900019579-113.98923443757648","POINT (-113.98923443757648 51.06708900019579)"
" Westbound Memorial Drive and 36 Street SE ","Two vehicle incident. Blocking the right lane","2025/12/28 09:42:06 PM","2025/12/28 02:50:33 PM","NW","-113.98189943608","51.0519329702","1","2025-12-28T21:42:0651.051932970196475-113.98189943608288","POINT (-113.98189943608288 51.051932970196475)"
" 5 Avenue and Centre Street S ","Traffic incident.","2025/12/28 09:04:31 PM","2025/12/28 03:27:11 PM","NW","-114.06281401659","51.04839603878","1","2025-12-28T21:04:3151.04839603878479-114.06281401658737","POINT (-114.06281401658737 51.04839603878479)"
" Quarry Park Road and 18 Street SE ","Traffic incident.","2025/12/28 08:55:58 PM","2025/12/28 02:51:06 PM","SE","-114.01266153792","50.96350803463","1","2025-12-28T20:55:5850.96350803463434-114.01266153792363","POINT (-114.01266153792363 50.96350803463434)"
" Heritage Drive and 14 Street SW ","Two vehicle incident. Blocking the NB left lane","2025/12/28 07:40:37 PM","2025/12/28 01:25:48 PM","SW","-114.09472953212","50.98221647864","1","2025-12-28T19:40:3750.98221647863757-114.09472953211507","POINT (-114.09472953211507 50.98221647863757)"
